,length,tweets
436,62,テネシー州ナッシュビルにて没。命日は奇しくも8月9日である。- ジョー・オダネル http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%80%E3%83%8D%E3%83%AB
437,158,山陽特殊製鋼は1974年には会社更生に成功し（奇しくも「華麗なる―」のドラマ化第一作が同年に放送されている）、1980年には大証2部（1982年に1部銘柄に指定）に、1985年には東証1部に再上場を果たした。- 山陽特殊製鋼倒産事件 http://ja.wikipedia.org/wiki/%E5%B1%B1%E9%99%BD%E7%89%B9%E6%AE%8A%E8%A3%BD%E9%8B%BC%E5%80%92%E7%94%A3%E4%BA%8B%E4%BB%B6
438,90,奇しくも同年にモーリス・ラヴェルが《弦楽四重奏曲 ヘ長調》を作曲している。- 弦楽四重奏曲 (マニャール) http://ja.wikipedia.org/wiki/%E5%BC%A6%E6%A5%BD%E5%9B%9B%E9%87%8D%E5%A5%8F%E6%9B%B2%20%28%E3%83%9E%E3%83%8B%E3%83%A3%E3%83%BC%E3%83%AB%29
439,173,奇しくも、ABCラジオで最初に牧野の訃報を伝えたのは、桑原征平（牧野の出身大学・学部の現役教授、関西テレビのアナウンサー時代に『クイズDEデート』でサブ司会、『走れ!ガリバーくん』で牧野と一緒にナレーターを担当）がパーソナリティを務める生ワイド番組『征平・吉弥の土曜も全開!!』であった。- 牧野エミ http://ja.wikipedia.org/wiki/%E7%89%A7%E9%87%8E%E3%82%A8%E3%83%9F
440,159,奇しくも同じ1990年には、ライバルのアムストラッド社が、CPCを基にしたゲーム機GX4000をイギリスでリリースし、C64GSと同じ過ちを犯して失敗している。- Commodore 64 Games System http://ja.wikipedia.org/wiki/Commodore%2064%20Games%20System
441,117,この公之少年こそ、後に作詞家・小説家として名を馳せる阿久悠である。奇しくも、阿久も平古場と同じ2007年8月に70歳で亡くなっている。- 平古場昭二 http://ja.wikipedia.org/wiki/%E5%B9%B3%E5%8F%A4%E5%A0%B4%E6%98%AD%E4%BA%8C
442,121,<br />その後同年12月31日（30日深夜）、同年10月15日からの休演から約2ヶ月ぶりにSOLiVE Asiaに現場復帰となった（奇しくもSOLiVE Asia最終回を出演・担当）。- 應潔 http://ja.wikipedia.org/wiki/%E6%87%89%E6%BD%94
443,136,新キャスターとして就任する際の自己紹介によれば（現存しない）、「母親が鹿児島出身で、帰省中に8・6水害（平成5年8月豪雨）へ遭遇。その際に記者を志した」と語っていた。奇しくもその鹿児島で数年間記者として働く事になった。- 執行真希 http://ja.wikipedia.org/wiki/%E5%9F%B7%E8%A1%8C%E7%9C%9F%E5%B8%8C
444,77,また、この日は奇しくも、1943年に学徒出陣壮行会が明治神宮外苑競技場で開かれた日でもある。- 国際反戦デー http://ja.wikipedia.org/wiki/%E5%9B%BD%E9%9A%9B%E5%8F%8D%E6%88%A6%E3%83%87%E3%83%BC
445,65,奇しくも鉄腕アトムの主人公アトムの原作設定での誕生日だった。- 宝塚ファミリーランド http://ja.wikipedia.org/wiki/%E5%AE%9D%E5%A1%9A%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89
446,78,行名変更は、奇しくも創業30周年にあたる1948年10月となり、株式会社大和銀行として再発足した。- 大和銀行 http://ja.wikipedia.org/wiki/%E5%A4%A7%E5%92%8C%E9%8A%80%E8%A1%8C
447,150,新政府側では明治天皇の執政という形で大村という人物が登場しており、西洋化を推し進める描写が見られたが、奇しくも史実では大村益次郎が明治政府のもとで兵制の近代化と日本陸軍の創設に尽力しておりイメージが重なっている。- ラストサムライ http://ja.wikipedia.org/wiki/%E3%83%A9%E3%82%B9%E3%83%88%E3%82%B5%E3%83%A0%E3%83%A9%E3%82%A4
448,136,ピザの宅配を装い麻薬取締局に侵入するも、スタンスフィールドに早々に察知され逆に捕まってしまうマチルダ。奇しくも、レオンもマチルダのために、マチルダの一家の殺害に関与した麻薬取締局の捜査官への復讐を始めていた。- レオン (映画) http://ja.wikipedia.org/wiki/%E3%83%AC%E3%82%AA%E3%83%B3%20%28%E6%98%A0%E7%94%BB%29
449,127,1994年にはインディで2度目の優勝を成し遂げたが、このときはペンスキー・レーシングからの出走であった。奇しくもチームメイトは5年前に優勝を争ったエマーソン・フィッティパルディであった。- アル・アンサーJr. http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%BB%E3%82%A2%E3%83%B3%E3%82%B5%E3%83%BCJr.
451,120,1955年にワシントンD.C.にて死去。奇しくもこの年、グリフィス率いるセネターズをモデルにしたミュージカル『くたばれ！ヤンキース』がブロードウェイで公開され大ヒットした。- クラーク・グリフィス http://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%A9%E3%83%BC%E3%82%AF%E3%83%BB%E3%82%B0%E3%83%AA%E3%83%95%E3%82%A3%E3%82%B9
452,94,奇しくも12月7日は先述の『School Days』で演じた西園寺世界の誕生日でもあり、同ブログ内でも彼女への祝辞を述べている。- 河原木志穂 http://ja.wikipedia.org/wiki/%E6%B2%B3%E5%8E%9F%E6%9C%A8%E5%BF%97%E7%A9%82
453,226,奇しくもアメリカのラシュモア山に彫られている同国歴代大統領の胸像4名のうち3名（エイブラハム・リンカーン、ジョージ・ワシントン、トーマス・ジェファーソン）と同じ名前の選手が揃っていたということで、この胸像を真似た構図での撮影が行われた。- アブラゥン・リンコン・マルチンス http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%96%E3%83%A9%E3%82%A5%E3%83%B3%E3%83%BB%E3%83%AA%E3%83%B3%E3%82%B3%E3%83%B3%E3%83%BB%E3%83%9E%E3%83%AB%E3%83%81%E3%83%B3%E3%82%B9
454,74,奇しくも「オブライエン」の艦長は事件当時に「ワード」の艦長だったデービス少佐であった。- ワード号事件 http://ja.wikipedia.org/wiki/%E3%83%AF%E3%83%BC%E3%83%89%E5%8F%B7%E4%BA%8B%E4%BB%B6
455,112,一度の引退を挟み、1993年の世界新体操選手権で復帰、個人総合9位となる。奇しくもその大会から同郷のマリア・ペトロバが世界選手権3連覇を成し遂げることになる。- ユリア・バイチェバ http://ja.wikipedia.org/wiki/%E3%83%A6%E3%83%AA%E3%82%A2%E3%83%BB%E3%83%90%E3%82%A4%E3%83%81%E3%82%A7%E3%83%90
456,140,五段以下でのタイトル獲得は史上初で一躍注目された。以後の低段位若手棋士のタイトル奪取の動きの先鞭をつけたものである。なお最低段タイトルの記録は、9年後に郷田真隆（四段）によって破られるが、奇しくも同じく王位のタイトルである。- 高橋道雄 http://ja.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E9%81%93%E9%9B%84
457,88,ちなみに、千代の富士が幕内初優勝を果たした1981年1月場所は、奇しくも貴ノ花が現役引退を表明した場所でもあった。- 千代の富士貢 http://ja.wikipedia.org/wiki/%E5%8D%83%E4%BB%A3%E3%81%AE%E5%AF%8C%E5%A3%AB%E8%B2%A2
458,86,同年2月17日、死去。亡骸はサン＝ポール教会に葬られた。奇しくも1年後の同じ日に、モリエールも死去した。- マドレーヌ・ベジャール http://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%89%E3%83%AC%E3%83%BC%E3%83%8C%E3%83%BB%E3%83%99%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%AB
459,127,高知移籍3戦目で初勝利を果たしたが、その日は奇しくも堀江が広島6区より出馬した第44回衆議院議員総選挙の投票日で、堀江は落選してしまったため、馬と馬主が明暗を分けたと話題になった。- ホリエモン http://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%AA%E3%82%A8%E3%83%A2%E3%83%B3
460,68,奇しくも同じ日に開業した静岡駅周辺でも、火災が発生して1100軒が焼けている。- 御殿場駅 http://ja.wikipedia.org/wiki/%E5%BE%A1%E6%AE%BF%E5%A0%B4%E9%A7%85
461,139,ちなみに、2004年3月に発売されたW21Hは、日立ブランドであるにも関わらず、奇しくもカシオ製のA5401CA IIによく似た外観である上に、ソフトウェアもカシオ製のものが搭載されていた。- カシオ日立モバイルコミュニケーションズ http://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%B7%E3%82%AA%E6%97%A5%E7%AB%8B%E3%83%A2%E3%83%90%E3%82%A4%E3%83%AB%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA
462,146,毛沢東とは、最初の妻が親に決められた形式的なものであったこと、2人目（実質的には最初）の妻を国民党との闘争で失ったこと、最後の結婚が延安時代で相手と約20歳の差があったことなど、奇しくも符合する点が見られる。- 劉少奇 http://ja.wikipedia.org/wiki/%E5%8A%89%E5%B0%91%E5%A5%87
463,180,同年10月31日、渕上が所有する、福岡コミュニティ放送の株式全体の約6割にあたる933株を、放送の継続などを条件に福岡市の投資コンサルタント会社「夢大陸」に1株1円で売却して経営権を譲渡した（ちょうどコミュニティFMの免許更新時期であったためだが、奇しくも5年後の同日に同局は閉局となる）。- 福岡コミュニティ放送 http://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3%E6%94%BE%E9%80%81
464,168,奇しくもこの場所は、4日目に双葉山定次の連勝が安藝ノ海節男によって69で止まった場所だったが、出羽湊が幕尻から一気に小結へ昇進した同年5月場所では双葉山が15戦全勝で幕内最高優勝を達成したことで、全勝優勝額の両脇に双葉山の全勝優勝額が掛かる皮肉な結果となった。- 出羽湊利吉 http://ja.wikipedia.org/wiki/%E5%87%BA%E7%BE%BD%E6%B9%8A%E5%88%A9%E5%90%89
465,67,奇しくも、かつて自身が桝崎の下へ越境で弟子入りしたのと似た格好であると言える。- 岡部聡 http://ja.wikipedia.org/wiki/%E5%B2%A1%E9%83%A8%E8%81%A1
466,162,この曲が作成された2007年は奇しくもロックマンシリーズ生誕20周年目に当たり、同年11月に行われた記念のイベントにてシリーズのエグゼクティブプロデューサー稲船敬二は、会場で動画を流した上で「会社的には色々とあるが、個人的には応援している」と発言をした。- エアーマンが倒せない http://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%A2%E3%83%BC%E3%83%9E%E3%83%B3%E3%81%8C%E5%80%92%E3%81%9B%E3%81%AA%E3%81%84
467,134,ただ、この際、かろうじてヒントに気付く人はいなかった。その後、東は、紳助に「だから、嫁とうまくいっていない」。奇しくも、その放送の約一年後の2006年2月に当時の嫁であるかとうかずこと離婚した。- 謎を解け!まさかのミステリー http://ja.wikipedia.org/wiki/%E8%AC%8E%E3%82%92%E8%A7%A3%E3%81%91%21%E3%81%BE%E3%81%95%E3%81%8B%E3%81%AE%E3%83%9F%E3%82%B9%E3%83%86%E3%83%AA%E3%83%BC
468,120,監督就任後は教え子の脇谷亮太、吉川輝昭、古川秀一、小野淳平をプロ野球に送り出している。なお、中村の就任前に日本文理大学を卒業しプロ野球選手となった星山忠弘は奇しくも中村と同学年である。- 中村壽博 http://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E5%A3%BD%E5%8D%9A
469,119,26歳で迎えた1988年カルガリーオリンピックにおけるカルガリーオリンピックにおいて、この時奇しくも4年前のサラエボ五輪と全く同じアウトコーススタートであった。- 黒岩彰 http://ja.wikipedia.org/wiki/%E9%BB%92%E5%B2%A9%E5%BD%B0
470,196,奇しくも、この作品から少し遅れて作られ、このシリーズと並んで1980年代後半から1990年代を代表するアクション映画となった『ダイ・ハード』のマクレーン刑事が使用していたのと同じ銃とサブマシンガンである。- リーサル・ウェポン http://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%BC%E3%82%B5%E3%83%AB%E3%83%BB%E3%82%A6%E3%82%A7%E3%83%9D%E3%83%B3
471,108,芸者になるために両国の口入れ屋に頼んだところ、渋沢の妾口の話が持ち上がり、後添えとなった。奇しくも当時の渋沢の家は兼子の実家が没落時に手放したものだったという。- 渋沢栄一 http://ja.wikipedia.org/wiki/%E6%B8%8B%E6%B2%A2%E6%A0%84%E4%B8%80
472,138,ちなみにアグネスデジタルは、2001年のマイルチャンピオンシップ南部杯、及び2002年のフェブラリーステークスとダートGIを立て続けに制しており、奇しくも当事者同士の2頭が芝・ダート双方の適性を認められる結果となった。- クロフネ http://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AD%E3%83%95%E3%83%8D
473,82,奇しくも番組ポスターや番宣CMで山本自身は「私は、私に、リベンジするの。- 山本モナ http://ja.wikipedia.org/wiki/%E5%B1%B1%E6%9C%AC%E3%83%A2%E3%83%8A
474,70,『刑事貴族』にゲスト出演した日は奇しくも『ファイブマン』の最終回の放送日であった。- 信達谷圭 http://ja.wikipedia.org/wiki/%E4%BF%A1%E9%81%94%E8%B0%B7%E5%9C%AD
475,125,メインで行われたKO-D無差別級選手権試合は奇しくもほもクロ対決となったこの試合、男色ディーノがKUDOを新技の男色トルネードで仕留め、7年ぶりにKO-D無差別級王座に返り咲いた。- ほもいろクローバーZ http://ja.wikipedia.org/wiki/%E3%81%BB%E3%82%82%E3%81%84%E3%82%8D%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%90%E3%83%BCZ
476,113,奇しくもこのタイムは11年前にカナダのベン・ジョンソンがソウルオリンピックで記録した幻の記録と同タイムであった。- モーリス・グリーン (陸上選手) http://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%BC%E3%83%AA%E3%82%B9%E3%83%BB%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%20%28%E9%99%B8%E4%B8%8A%E9%81%B8%E6%89%8B%29
477,129,入賞7回中優勝を含め3回の表彰台を獲得し31ポイントでランキングは10位。この年のチームメイトはブルーノ・セナであり、奇しくも2年後にヒスパニア・レーシング・F1チームで再びコンビを組んだ。- カルン・チャンドック http://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A3%E3%83%B3%E3%83%89%E3%83%83%E3%82%AF
478,124,2着となったのは前々回大会一般参加ながら2着で今回は招待選手として参加した藤原新（JR東日本）で、奇しくも同姓のマラソンランナーでのワンツーフィニッシュとなった。- 東京マラソン2010 http://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B32010
479,59,奇しくも宝塚大劇場で愛娘・愛原の退団公演の最中であった。- つかこうへい http://ja.wikipedia.org/wiki/%E3%81%A4%E3%81%8B%E3%81%93%E3%81%86%E3%81%B8%E3%81%84
480,85,奇しくもこの日は、あのスーパーオトメが大井競馬場において競走デビューを果たして話題となった日でもある。- ブライアンズロマン http://ja.wikipedia.org/wiki/%E3%83%96%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3%E3%82%BA%E3%83%AD%E3%83%9E%E3%83%B3
481,68,このときの主砲発射が奇しくも日本海軍戦艦の最後の大口径砲の発砲となった。- 伊勢 (戦艦) http://ja.wikipedia.org/wiki/%E4%BC%8A%E5%8B%A2%20%28%E6%88%A6%E8%89%A6%29
482,141,生涯に三度の失脚（奇しくもうち二回は学生が起こした暴動が一因）を味わったためか、小平は中国共産党の指導性をゆるがす動きには厳しい態度で臨み、1989年6月には第二次天安門事件で学生運動の武力弾圧に踏み切った。- トウ小平 http://ja.wikipedia.org/wiki/%E3%83%88%E3%82%A6%E5%B0%8F%E5%B9%B3
